name,admin,description,category2,name-2,category1
Cimone 2k16,ajbrinham,no description,Collectible Components:1044,AGE: The Amazing Goal Era,Card Game:1002
Pisammare,giobbedg,no description,Educational:1094,Tollroad Turnpike,Children's Game:1041
Cimone 2k16,shift7solutions,no description,null,Ben 10 Alien Force Trading Card Game,Card Game:1002
Gli sfollati,squiptar,no description,Children's Game:1041,The Mole's Garden,Animals:1089
Pisammare,fourds13,no description,Real-time:1037,Perpetual Commotion: 2-Player,Card Game:1002
Pisammare,alekerickson,no description,null,Roll-UM Baseball,Sports:1038
Bel gruppo,gamerknag,no description,Maze:1059,Oubliette,Fantasy:1010
Bel gruppo,felipito,no description,null,On a Roll,Dice:1017
Bel gruppo,gnodax,no description,null,Check 4,Abstract Strategy:1009
Cimone 2k16,axisofoil,no description,Children's Game:1041,Veturi,Card Game:1002
Pisammare,deathmagus,no description,null,Monopoly of Three Kingdoms,Dice:1017
Quelli di sempre,homero_vess},no description,null,Ampumahiihtopeli,Sports:1038
Gli sfollati,temeraire,no description,Children's Game:1041,Calculae,Card Game:1002
Bel gruppo,robot70882,no description,null,Vinspelet,Trivia:1027
Cimone 2k16,hellskitch,no description,Sports:1038,Suunnistuspeli,Educational:1094
Bel gruppo,thatserafimkid,no description,Memory:1045,Tatü-Tata Das Krankenwagenspiel,Children's Game:1041
Gli sfollati,z_zadar,no description,Maze:1059,Das Labyrinth des Minotaurus,Ancient:1050
Pisammare,birch10,no description,Memory:1045,Tatü-Tata Das Feuerwehrspiel,Children's Game:1041
Gli sfollati,bojangals,no description,null,Pitch-em-Winks The Table Horse Shoe Game,Action / Dexterity:1032
Gli sfollati,sheijtan,no description,Deduction:1039,Tatü-Tata: Das Polizeispiel,Children's Game:1041
Pisammare,adridevil,no description,Movies / TV / Radio theme:1064,Klex-Klax: Das farbige Würfelspiel,Children's Game:1041
Pisammare,garfieldcut,no description,Children's Game:1041,Husch-Husch,Animals:1089
Quelli di sempre,ymmtfmy},no description,Fantasy:1010,GoblinFever,Card Game:1002
Gli sfollati,dreadpiratewes,no description,null,Golliwog Ring Game,Action / Dexterity:1032
Bel gruppo,jos3ph1ne,no description,Economic:1021,Erasta Eestimaist,Dice:1017
Cimone 2k16,listrain,no description,Children's Game:1041,Golliwogg A Round Game,Card Game:1002
Bel gruppo,iterdistar,no description,Memory:1045,Lift,Abstract Strategy:1009
Bel gruppo,elflin1024,no description,Educational:1094,Macht die Bäume wieder grün,Card Game:1002
Bel gruppo,satu87121,no description,null,Arrondissement,Political:1001
Gli sfollati,dbb143,no description,Political:1001,Chairman of the Board,Negotiation:1026
Quelli di sempre,arnbrhm},no description,Religious:1115,Ludy Ludo,Dice:1017
Gli sfollati,vic502,no description,Humor:1079,"Hook, Line, and Sinker",Card Game:1002
Bel gruppo,viduenez,no description,Trivia:1027,Heidanei Schneggahofa,Educational:1094
Pisammare,shirral,no description,null,Market Square,Economic:1021
Bel gruppo,doubt72,no description,null,Fészekrakó társasjáték,Educational:1094
Pisammare,caryag,no description,null,ÖKO-Magyarország,Educational:1094
Pisammare,daskanrn,no description,Mature / Adult:1118,Ladies' Night,Educational:1094
Gli sfollati,waitingtoderail,no description,null,Krazy Bee 15,Card Game:1002
Gli sfollati,kraniasorestis,no description,null,Le Cirque mystérieux,null
Gli sfollati,ernierasta,no description,Medieval:1035,Microwars,Dice:1017
Pisammare,ishmael5,no description,Educational:1094,Hell Revised,Card Game:1002
Pisammare,shawondak,no description,Negotiation:1026,The Master of the Merchant in the Sakai,Card Game:1002
Cimone 2k16,zhit,no description,Educational:1094,Magnate: Make Your Mark,Economic:1021
Bel gruppo,stevecychang,no description,null,SFIRS,Abstract Strategy:1009
Bel gruppo,blitz734,no description,Children's Game:1041,Happy Birthday!,Book:1117
Pisammare,ajbmaster,no description,Children's Game:1041,Pet Vet,Animals:1089
Quelli di sempre,jaredjdj},no description,null,A-A-Arctic Kettering,Abstract Strategy:1009
Cimone 2k16,fallouthun,no description,Dice:1017,Bones and Baths,Children's Game:1041
Pisammare,airfighter,no description,null,Pop the Pig Travel,Children's Game:1041
Cimone 2k16,eisenkessel,no description,Children's Game:1041,Mümmelmann,Animals:1089
Cimone 2k16,fairlyhyperman,no description,Educational:1094,Wanderers in the Wilderness,Dice:1017
Quelli di sempre,taegukki},no description,Educational:1094,KenKen,Children's Game:1041
Quelli di sempre,uggel},no description,Educational:1094,Spooner's Pictorial Map of England & Wales,Dice:1017
Pisammare,ace_zpade,no description,null,Parkwächter Brunos Lieblings-Spiel,Party Game:1030
Quelli di sempre,doudousama},no description,Educational:1094,Betts's Tour Through England and Wales,Dice:1017
Gli sfollati,socrates 88,no description,Educational:1094,Betts's Tour Through Europe,Dice:1017
Pisammare,keoga,no description,Educational:1094,Ein Platz für Tiere,Animals:1089
Cimone 2k16,silverio,no description,null,Jagd-Freude,Animals:1089
Quelli di sempre,nellatrebor},no description,null,Murder in the City,Murder/Mystery:1040
Gli sfollati,anlupo89,no description,null,Pitchnut,Action / Dexterity:1032
Cimone 2k16,bignike_ch,no description,Children's Game:1041,Ratz Fatz Buchstaben,Animals:1089
Cimone 2k16,tracey66,no description,Children's Game:1041,Beadecked,Card Game:1002
Bel gruppo,mizerak,no description,Trivia:1027,Kunskapsjakten,Educational:1094
Quelli di sempre,sobemanhoss},no description,Wargame:1019,L'Eclissi di Zama,Ancient:1050
Bel gruppo,manius,no description,Sports:1038,Hornet Hoops,Card Game:1002
Quelli di sempre,l and n railroad},no description,Party Game:1030,Braggadocio,American West:1055
Cimone 2k16,poit,no description,Educational:1094,Learn about the Home Front,Children's Game:1041
Gli sfollati,donstr,no description,Math:1104,Sudoku,Educational:1094
Pisammare,bromden62,no description,null,Schaken voor 4,Abstract Strategy:1009
Quelli di sempre,kodamera},no description,Novel-based:1093,The Game of Great Detectives,Card Game:1002
Cimone 2k16,ludwigman,no description,null,Eine Chance für die Liebe,Mature / Adult:1118
Pisammare,chasel3000,no description,null,Jimmy the Greek Odds Maker Basketball,Sports:1038
Quelli di sempre,tehuan},no description,Educational:1094,The Button Game,Card Game:1002
Pisammare,d34th4ng3lz,no description,Educational:1094,The C-V-C Game,Card Game:1002
Cimone 2k16,darklighter42,no description,Word Game:1025,Ide a Szfinxet,Dice:1017
Cimone 2k16,yellowcymbidium,no description,Educational:1094,C Rummy,Card Game:1002
Cimone 2k16,hanythegamer,no description,Educational:1094,CerebralFlatulence,Card Game:1002
Gli sfollati,cwlin0131,no description,Educational:1094,Checks and Balances,Card Game:1002
Gli sfollati,littletree,no description,Educational:1094,Chord Constructor,Card Game:1002
Pisammare,thraxar,no description,Educational:1094,"Chords, Chords, Chords!",Card Game:1002
Quelli di sempre,ryanvespucci},no description,Educational:1094,Classical Cards,Card Game:1002
Gli sfollati,pablomosquera,no description,Children's Game:1041,Where is Pluto,Animals:1089
Gli sfollati,jplee755,no description,Sports:1038,Balyna Magnetic Super Soccer,Action / Dexterity:1032
Bel gruppo,iiactyx,no description,Nautical:1008,Drake,Miniatures:1047
Bel gruppo,emiljonchere,no description,null,Culture Shock,Travel:1097
Pisammare,panickone,no description,Wargame:1019,Gospitch & Ocaña 1809,Napoleonic:1051
Pisammare,elichten,no description,Educational:1094,CAP Kalle Ankas rymdspel,Dice:1017
Pisammare,johannesgp,no description,Children's Game:1041,Elementaurs Boot Camp,Card Game:1002
Cimone 2k16,meehau,no description,Negotiation:1026,League of Nations,Economic:1021
Bel gruppo,gingko78,no description,Dice:1017,4 Spiele in der Box,Card Game:1002
Quelli di sempre,jsb172135},no description,Print & Play:1120,Ransom Trump,Card Game:1002
Bel gruppo,kgp23,no description,Educational:1094,Palabras,Card Game:1002
Cimone 2k16,remylebeau33,no description,Educational:1094,Name That Union,Card Game:1002
Pisammare,granpamini,no description,Educational:1094,Planet X,Card Game:1002
Gli sfollati,ryrodrigo,no description,Dice:1017,Joggle,Abstract Strategy:1009
Cimone 2k16,jmcnear,no description,Educational:1094,The Great Plus-Minus War,Card Game:1002
Bel gruppo,chadagames,no description,Sports:1038,Corse,Racing:1031
Quelli di sempre,jarzab},no description,null,Pic-Etape,Children's Game:1041
Gli sfollati,baquru,no description,Word Game:1025,Word Pirates! Quick Play Edition,Dice:1017
Quelli di sempre,xxjeffxx},no description,null,Giro d'Italia,Racing:1031
Cimone 2k16,infest,no description,Religious:1115,Bible Boys Card Game,Card Game:1002
Gli sfollati,dylanam,no description,Movies / TV / Radio theme:1064,Angel,Horror:1024
Cimone 2k16,mrsjessicamarinelli,no description,null,Taste Taiwan: Princess,Educational:1094
Quelli di sempre,dluzbgg},no description,Real-time:1037,Wo ist Leo?,Children's Game:1041
Pisammare,cmcadvanced,no description,null,The Great Train Robbery Game,Trains:1034
Pisammare,jassad1,no description,null,The Magic Bag,Abstract Strategy:1009
Pisammare,aacallaham,no description,Deduction:1039,Street Drug Rummy,Card Game:1002
Cimone 2k16,the elvenking,no description,Educational:1094,Strike-a-Chord,Card Game:1002
Cimone 2k16,lipnymatek,no description,Educational:1094,Striking a Balance,Card Game:1002
Quelli di sempre,0447603},no description,Educational:1094,Suave Poker,Card Game:1002
Gli sfollati,gamer one,no description,Children's Game:1041,Subtraction Sentences,Card Game:1002
Bel gruppo,youvegotrats,no description,Educational:1094,Synonyms,Card Game:1002
Pisammare,mulat,no description,null,"The Game of Hickory, Dickory, Dock",Racing:1031
Pisammare,sirpork,no description,Novel-based:1093,Game of Robinson Crusoe,Card Game:1002
Bel gruppo,odis,no description,Novel-based:1093,The Prisoner of Zenda,Movies / TV / Radio theme:1064
Cimone 2k16,snorkel83,no description,Dice:1017,Monkey Shines,Children's Game:1041
Bel gruppo,grey1974,no description,Humor:1079,Bar Fight,Fighting:1046
Quelli di sempre,zerothplace},no description,Game System:1119,Q-Cards,Card Game:1002
Gli sfollati,washusha,no description,Trivia:1027,Op Zoek Naar... Lutjebroek,Educational:1094
Pisammare,chuke95,no description,Horror:1024,Haunt,Economic:1021
Cimone 2k16,netmin80,no description,Children's Game:1041,Kitzel Madokki,Animals:1089
Quelli di sempre,thefigg88},no description,World War II:1049,A Drop Too Many,Miniatures:1047
Bel gruppo,chuke95,no description,null,Diamonds & Pivots,Abstract Strategy:1009
Bel gruppo,irrlichtsammler,no description,Dice:1017,Sunshine,Children's Game:1041
Bel gruppo,zinabi,no description,Children's Game:1041,Apple Picking,Card Game:1002
Bel gruppo,blankes1,no description,null,Zhēng Shàngyóu,Card Game:1002
Gli sfollati,jtmariner,no description,Party Game:1030,Das Spiel der Liebenden und Verliebten,Dice:1017
Bel gruppo,maverick_swat,no description,Educational:1094,Gespenster-ABC,Children's Game:1041
Cimone 2k16,miskong,no description,Children's Game:1041,Märchenzeit,Card Game:1002
Bel gruppo,minori,no description,null,Lilla Miljöspelet,Educational:1094
Quelli di sempre,cornerpunch},no description,null,Pitfalls,Maze:1059
Bel gruppo,deevieke,no description,Comic Book / Strip:1116,Terry and the Pirates,Children's Game:1041
Bel gruppo,robdotavi,no description,null,The Game of Shopping at the Supermarket,Children's Game:1041
Quelli di sempre,lionis},no description,Trivia:1027,World's Greatest Trivia Game,Party Game:1030
Pisammare,derek_bkm,no description,null,Heiss auf Eis,Card Game:1002
Cimone 2k16,bolonski,no description,Educational:1094,Ratz-Fatz in die Schule,Children's Game:1041
Pisammare,devinolsen,no description,null,On Guard: A Military Table Game,Wargame:1019
Cimone 2k16,tinkerer,no description,Comic Book / Strip:1116,Marvel Power Game,Children's Game:1041
Pisammare,hashemite,no description,Educational:1094,Getta Goff Challenge,Action / Dexterity:1032
Bel gruppo,angel825,no description,null,Hocus Pocus,Fantasy:1010
Bel gruppo,kahitu,no description,Economic:1021,Monster-opoly,Children's Game:1041
Cimone 2k16,andreq,no description,Negotiation:1026,Monopoly: Miami Dolphins Collector's Edition,Economic:1021
Bel gruppo,ravenfleet,no description,null,Two Bit Hack,Card Game:1002
Bel gruppo,bardon,no description,Trivia:1027,Citaten Spel,Memory:1045
Cimone 2k16,kubidi,no description,null,Via Vitae,Card Game:1002
Cimone 2k16,mebuscat,no description,Animals:1089,Die Lieben Sieben: Ab auf die Wippe!,Action / Dexterity:1032
Bel gruppo,apsaros,no description,Card Game:1002,Theatron,Ancient:1050
Pisammare,mattchoules82,no description,null,NFL Game Time Talking Football,Sports:1038
Cimone 2k16,christophbln,no description,Sports:1038,O Camisa 10 da Copa do Mundo,Party Game:1030
Cimone 2k16,beren11,no description,null,Second Story,Card Game:1002
Quelli di sempre,jesferrest},no description,Children's Game:1041,Connect 4: Rivalry Edition,Abstract Strategy:1009
Cimone 2k16,stygg,no description,Sports:1038,The Fastest Men on Earth,Racing:1031
Bel gruppo,beunaventura,no description,null,Nine,Card Game:1002
Gli sfollati,ace74,no description,Party Game:1030,"1,000 WEED Games",Mature / Adult:1118
Cimone 2k16,baradifi,no description,Trivia:1027,Pasha,Children's Game:1041
Gli sfollati,geromehans,no description,Math:1104,8er-Bahn,Card Game:1002
Pisammare,yupika,no description,Print & Play:1120,Subelidai,Abstract Strategy:1009
Bel gruppo,timmcgraw34,no description,Science Fiction:1016,Predator,Movies / TV / Radio theme:1064
Cimone 2k16,ghalgor,no description,null,Lady Wintermores Fangs,Fantasy:1010
Gli sfollati,keyesboy,no description,null,Først på månen,Space Exploration:1113
Gli sfollati,freebee1963,no description,Negotiation:1026,Be Bullish,Economic:1021
Gli sfollati,benchmybabyweight,no description,null,Throw the dice against tobacco,Educational:1094
Quelli di sempre,faxa},no description,Children's Game:1041,Delma: Linnas,Adventure:1022
Gli sfollati,studiamea,no description,null,Bid Euchre,Card Game:1002
Pisammare,mikkancso,no description,null,Moto GP,Racing:1031
Gli sfollati,light78,no description,Movies / TV / Radio theme:1064,Deadly 60 Trading Card Game,Animals:1089
Pisammare,hockster,no description,null,Florancala,Abstract Strategy:1009
Gli sfollati,odlos,no description,Ancient:1050,Heian Shogi,Abstract Strategy:1009
Pisammare,thehobb,no description,null,Sho Shogi,Abstract Strategy:1009
Cimone 2k16,curtlin,no description,Dice:1017,Super Teddyx,Children's Game:1041
Cimone 2k16,thebard72,no description,null,Kursk Campaign,World War II:1049
Cimone 2k16,nocturne12,no description,Party Game:1030,Spel van het jaar 2003,Educational:1094
Bel gruppo,dr_hazard86,no description,Negotiation:1026,Het grote Parkeerspel,Economic:1021
Cimone 2k16,gravey,no description,null,Multi Score,Abstract Strategy:1009
Cimone 2k16,riverman31,no description,Fighting:1046,Signum Mortis,Ancient:1050
