username,role,category1,category2
thesonoftherock,normalUser,Transportation:1011,Educational:1094
armremix,normalUser,Science Fiction:1016,Medical:2145
din_narcotic,normalUser,Murder/Mystery:1040,Movies/TV/Radio Theme:1064
escoffier,normalUser,Modern Warfare:1069,Fighting:1046
enjoymath,normalUser,Print & Play:1120,Adventure:1022
leffotsirk,normalUser,Zombies:2481,Fighting:1046
rommefeldt,normalUser,Real-time:1037,Ancient:1050
thinbunny,normalUser,Real-time:1037,Racing:1031
mighty_scoop,normalUser,Novel-Based:1093,Movies/TV/Radio Theme:1064
therealmilehighmagic,normalUser,Action/Dexterity:1032,Humor:1079
sutarzeev,normalUser,Transportation:1011,Book:1117
unstablemomo,normalUser,Miniatures:1047,Travel:1097
bookaddict,normalUser,Action/Dexterity:1032,Wargame:1019
fritolay,normalUser,Napoleonic:1051,Real-time:1037
jnash8,normalUser,Economic:1021,Adventure:1022
thewells1024,normalUser,Number:1098,Animals:1089
inacp,normalUser,Bluffing:1023,Action/Dexterity:1032
jameskirkb10,normalUser,Action/Dexterity:1032,Modern Warfare:1069
kwymbo,normalUser,Negotiation:1026,Medieval:1035
nickk0721,normalUser,Zombies:2481,Sports:1038
ozkaros,normalUser,Puzzle:1028,Dice:1017
razzatazza,normalUser,Print & Play:1120,Miniatures:1047
richieb,normalUser,Modern Warfare:1069,Territory Building:1086
mrp0po,normalUser,Educational:1094,Novel-Based:1093
hmspeer,normalUser,Sports:1038,Territory Building:1086
martinv1,normalUser,Racing:1031,Abstact Strategy:1009
pohrawg,normalUser,Puzzle:1028,Collectible Components:1044
ocenteno,normalUser,Napoleonic:1051,Zombies:2481
zargos,normalUser,Murder/Mystery:1040,Fighting:1046
andyrichards2010,normalUser,Puzzle:1028,Bluffing:1023
angelaholt,normalUser,Racing:1031,Ancient:1050
jmasur,normalUser,Print & Play:1120,Economic:1021
rancidmike,normalUser,Deduction:1039,Collectible Components:1044
sidamo,normalUser,Travel:1097,Science Fiction:1016
squalledd,normalUser,Adventure:1022,Fighting:1046
candyshine,normalUser,Humor:1079,Economic:1021
eridis,normalUser,Card Game:1002,Negotiation:1026
nikolaidis8,normalUser,Number:1098,Dice:1017
alpafrancovka,normalUser,Transportation:1011,Medical:2145
mryeti,normalUser,Napoleonic:1051,Word-game:1025
norrigan,normalUser,Puzzle:1028,Bluffing:1023
mac1989,normalUser,Murder/Mystery:1040,Aviation/Flight:2650
paperweightgames,normalUser,Wargame:1019,Aviation/Flight:2650
fabio911swb,normalUser,Wargame:1019,Ancient:1050
fabior,normalUser,Animals:1089,Sports:1038
mknlet,normalUser,Deduction:1039,Puzzle:1028
lorrico,normalUser,Memory:1045,Print & Play:1120
chiccobonito,normalUser,Medical:2145,Bluffing:1023
paodlegames,normalUser,Video Game Theme:1101,Deduction:1039
seufi,normalUser,Humor:1079,Travel:1097
matthues,normalUser,Animals:1089,Children's Game:1041
haerjiasonoio,normalUser,Aviation/Flight:2650,Abstact Strategy:1009
kumatataku,normalUser,Medieval:1035,Movies/TV/Radio Theme:1064
mallien,normalUser,Transportation:1011,Humor:1079
joeyzio,normalUser,Zombies:2481,Novel-Based:1093
rnacken,normalUser,Sports:1038,Movies/TV/Radio Theme:1064
traianus,normalUser,Trains:1034,Medical:2145
kasdenyn,normalUser,Negotiation:1026,Word-game:1025
liquidlogic,normalUser,Racing:1031,Modern Warfare:1069
oak tree,normalUser,Book:1117,Negotiation:1026
borysmayster,normalUser,Number:1098,Educational:1094
scytale82,normalUser,Word-game:1025,Bluffing:1023
poromagia,normalUser,Deduction:1039,Economic:1021
argon89,normalUser,Economic:1021,Trains:1034
kelnys,normalUser,Deduction:1039,Negotiation:1026
malain,normalUser,Book:1117,Abstact Strategy:1009
azikin,normalUser,Action/Dexterity:1032,Ancient:1050
moggerdude,normalUser,Puzzle:1028,Modern Warfare:1069
chip theory andrew,normalUser,Dice:1017,Animals:1089
karakx,normalUser,Party Game:1030,Book:1117
franz7,normalUser,Deduction:1039,Zombies:2481
avidboredgamer,normalUser,Murder/Mystery:1040,Children's Game:1041
steineriksen,normalUser,Sports:1038,Word-game:1025
peterpotente,normalUser,Aviation/Flight:2650,Science Fiction:1016
stefan62,normalUser,Movies/TV/Radio Theme:1064,World War II: 1049
fizzgig17,normalUser,Puzzle:1028,Real-time:1037
mawty,normalUser,Murder/Mystery:1040,Word-game:1025
kejele,normalUser,Novel-Based:1093,Bluffing:1023
bj_yaruki,normalUser,Medical:2145,Wargame:1019
docpop,normalUser,Deduction:1039,Science Fiction:1016
robcanciello,normalUser,Exploration:1020,Book:1117
fischerz,normalUser,Collectible Components:1044,Transportation:1011
flyinghipposoar,normalUser,Travel:1097,Murder/Mystery:1040
balthierr,normalUser,Science Fiction:1016,World War II: 1049
florian_dumont,normalUser,Bluffing:1023,Real-time:1037
idkenning,normalUser,Wargame:1019,Deduction:1039
akallan,normalUser,Puzzle:1028,Bluffing:1023
morganus3108,normalUser,Racing:1031,Action/Dexterity:1032
jaycel1,normalUser,Movies/TV/Radio Theme:1064,Economic:1021
jonjaiki,normalUser,Word-game:1025,Wargame:1019
dm_dungeon,normalUser,Memory:1045,Children's Game:1041
hunszi,normalUser,Adventure:1022,Collectible Components:1044
peavybob,normalUser,Word-game:1025,Negotiation:1026
gdevse,normalUser,Educational:1094,Real-time:1037
homasti,normalUser,Abstact Strategy:1009,Transportation:1011
yawetag,normalUser,Adventure:1022,Sports:1038
noporunner68,normalUser,Fantasy:1010,Aviation/Flight:2650
tasskenders,normalUser,Animals:1089,Dice:1017
malainbis,normalUser,Ancient:1050,Modern Warfare:1069
kamenultra,normalUser,Deduction:1039,Fighting:1046
maxim plusov,normalUser,World War II: 1049,Educational:1094
mariepoutine,normalUser,Dice:1017,Wargame:1019
zamusicman,normalUser,Medical:2145,Children's Game:1041
playtricto,normalUser,Economic:1021,Dice:1017
sqra82,normalUser,Puzzle:1028,Wargame:1019
eqbal,normalUser,Fantasy:1010,Murder/Mystery:1040
risapetrone,normalUser,Real-time:1037,Fantasy:1010
nhack2013,normalUser,Travel:1097,Print & Play:1120
carlosxiangqi,normalUser,Ancient:1050,Action/Dexterity:1032
nicholas29,normalUser,Racing:1031,Fantasy:1010
derianhorgen,normalUser,Movies/TV/Radio Theme:1064,Party Game:1030
mirhabib_alireza,normalUser,Murder/Mystery:1040,Humor:1079
diegodemoraes,normalUser,Spies/Secret Agents:1081,Racing:1031
fluxion,normalUser,Zombies:2481,Collectible Components:1044
sergisan,normalUser,Puzzle:1028,Real-time:1037
dropi1812,normalUser,Party Game:1030,Wargame:1019
wuerfelundzucker,normalUser,Racing:1031,Children's Game:1041
nekochen,normalUser,Bluffing:1023,Word-game:1025
juanrigo,normalUser,Medical:2145,Modern Warfare:1069
a3dr3nt,normalUser,Miniatures:1047,Negotiation:1026
achherrje,normalUser,Medical:2145,Real-time:1037
thomasmore,normalUser,Party Game:1030,Modern Warfare:1069
jihem,normalUser,Fantasy:1010,Economic:1021
thyzro,normalUser,Children's Game:1041,Aviation/Flight:2650
soffy,normalUser,Collectible Components:1044,Fighting:1046
goodtimejakob,normalUser,Spies/Secret Agents:1081,Wargame:1019
sales_story_method,normalUser,Humor:1079,Modern Warfare:1069
dreamie,normalUser,Memory:1045,Aviation/Flight:2650
jofcroxford,normalUser,Exploration:1020,Movies/TV/Radio Theme:1064
byebyevirusgame,normalUser,Number:1098,Territory Building:1086
littleconny,normalUser,Movies/TV/Radio Theme:1064,Wargame:1019
dwoodslc,normalUser,Fantasy:1010,Transportation:1011
sharpe08,normalUser,Puzzle:1028,Novel-Based:1093
tobibs,normalUser,Negotiation:1026,Aviation/Flight:2650
coldstreamkath,normalUser,Racing:1031,Puzzle:1028
pointman,normalUser,Dice:1017,Negotiation:1026
raeley,normalUser,Puzzle:1028,Fantasy:1010
danilo silvestre,normalUser,Spies/Secret Agents:1081,Racing:1031
coldstreamgames,normalUser,Trains:1034,Fighting:1046
jf330443,normalUser,Napoleonic:1051,Movies/TV/Radio Theme:1064
invictus89,normalUser,Zombies:2481,Puzzle:1028
matlecat,normalUser,Transportation:1011,Territory Building:1086
enjoy2b,normalUser,Exploration:1020,Deduction:1039
fabienneg,normalUser,Travel:1097,Napoleonic:1051
caustik,normalUser,Number:1098,Modern Warfare:1069
jkxs,normalUser,Puzzle:1028,Action/Dexterity:1032
aws260,normalUser,Abstact Strategy:1009,Card Game:1002
yvisonne,normalUser,Miniatures:1047,Aviation/Flight:2650
krischii,normalUser,Real-time:1037,Puzzle:1028
homebodygamer,normalUser,Novel-Based:1093,Number:1098
beege_man,normalUser,Zombies:2481,Card Game:1002
jariw,normalUser,Travel:1097,Abstact Strategy:1009
bonzenmann,normalUser,Exploration:1020,Collectible Components:1044
suspectbadger60,normalUser,Book:1117,Transportation:1011
hoffrg86,normalUser,Real-time:1037,Fantasy:1010
siege_work_games_llc,normalUser,Animals:1089,Print & Play:1120
megashjp,normalUser,Word-game:1025,Deduction:1039
michy1234,normalUser,Humor:1079,Novel-Based:1093
ajbruner77,normalUser,Abstact Strategy:1009,Modern Warfare:1069
jerod_trd,normalUser,Book:1117,Dice:1017
polarisaut,normalUser,Novel-Based:1093,Children's Game:1041
meliadus94,normalUser,Card Game:1002,Transportation:1011
b_belfry,normalUser,Video Game Theme:1101,Modern Warfare:1069
desjeuxetdesbieres,normalUser,Racing:1031,Video Game Theme:1101
shelldad,normalUser,Murder/Mystery:1040,Modern Warfare:1069
hastytasty68,normalUser,Bluffing:1023,Racing:1031
domatlas,normalUser,Novel-Based:1093,Economic:1021
domovityi,normalUser,Science Fiction:1016,Action/Dexterity:1032
mlama,normalUser,Puzzle:1028,Economic:1021
rat_lord,normalUser,Travel:1097,Collectible Components:1044
gamer33,normalUser,Educational:1094,Dice:1017
boardgamewithcouple,normalUser,Collectible Components:1044,Territory Building:1086
goldron,normalUser,Children's Game:1041,Territory Building:1086
sirfuchs,normalUser,Murder/Mystery:1040,Deduction:1039
bnolan,normalUser,Adventure:1022,Video Game Theme:1101
pityu21,normalUser,Murder/Mystery:1040,Ancient:1050
stenchlord,normalUser,Puzzle:1028,Ancient:1050
bard1790,normalUser,Educational:1094,Animals:1089
moyamoyact,normalUser,Action/Dexterity:1032,Movies/TV/Radio Theme:1064
stapletunes,normalUser,Collectible Components:1044,Trains:1034
agrabrand,normalUser,Movies/TV/Radio Theme:1064,Territory Building:1086
tonycarr530,normalUser,Abstact Strategy:1009,Transportation:1011
nabaya,normalUser,Sports:1038,Educational:1094
jcapodiferro,normalUser,Fantasy:1010,Novel-Based:1093
botelhinho,normalUser,Dice:1017,Number:1098
danielruzmag,normalUser,Educational:1094,Transportation:1011
jellyroll,normalUser,Aviation/Flight:2650,Video Game Theme:1101
namedinpieces,normalUser,Territory Building:1086,Fighting:1046
simplylol,normalUser,Card Game:1002,Humor:1079
fallouthun,normalUser,Movies/TV/Radio Theme:1064,Aviation/Flight:2650
lupus_games,normalUser,Napoleonic:1051,Exploration:1020
abhorash_chile,normalUser,Action/Dexterity:1032,Ancient:1050
cheamuok,normalUser,Fighting:1046,Party Game:1030
biffgames,normalUser,Sports:1038,Science Fiction:1016
josejoaquin_bernal,normalUser,Napoleonic:1051,Party Game:1030
irishwizz,normalUser,Children's Game:1041,World War II: 1049
blondi3,normalUser,Napoleonic:1051,Fantasy:1010
jippot,normalUser,Children's Game:1041,Trains:1034
tentaclatron,normalUser,World War II: 1049,Memory:1045
thegryphon,normalUser,Print & Play:1120,Word-game:1025
stashgordon36,normalUser,Aviation/Flight:2650,Party Game:1030
el_papado,normalUser,Memory:1045,Puzzle:1028
xopion,normalUser,Territory Building:1086,Dice:1017
nico23,normalUser,Abstact Strategy:1009,Animals:1089
bloodmage,normalUser,Memory:1045,Spies/Secret Agents:1081
hosenpheffer,normalUser,Print & Play:1120,Card Game:1002
abigoleboat,normalUser,Collectible Components:1044,Zombies:2481
pyrodoctor,normalUser,Print & Play:1120,Travel:1097
lcristante,normalUser,Word-game:1025,Fantasy:1010
artefacts,normalUser,Collectible Components:1044,Puzzle:1028
jutlander,normalUser,Napoleonic:1051,Fantasy:1010
officinameningi,normalUser,Humor:1079,Exploration:1020
rbeasecker,normalUser,Educational:1094,Exploration:1020
eliterower,normalUser,Negotiation:1026,Miniatures:1047
pif47,normalUser,Word-game:1025,Card Game:1002
nafritzu,normalUser,Wargame:1019,Action/Dexterity:1032
gex_6,normalUser,Party Game:1030,Aviation/Flight:2650
gentleman_gamemaster,normalUser,Card Game:1002,Real-time:1037
tumbleweeeeeed,normalUser,Fantasy:1010,Children's Game:1041
siaoliao,normalUser,Trains:1034,Animals:1089
topthriller,normalUser,Racing:1031,Bluffing:1023
marsonauta,normalUser,Fantasy:1010,Book:1117
odinallfather,normalUser,Medieval:1035,Memory:1045
dt_fcampos,normalUser,Science Fiction:1016,Travel:1097
julia_gulia,normalUser,Movies/TV/Radio Theme:1064,Zombies:2481
bluefoxgames,normalUser,Exploration:1020,Travel:1097
ornicar,normalUser,Negotiation:1026,Medical:2145
atikingames,normalUser,Party Game:1030,Travel:1097
whalawa,normalUser,Medieval:1035,Murder/Mystery:1040
lord_of_boards,normalUser,Exploration:1020,Modern Warfare:1069
madaoblooms,normalUser,Ancient:1050,Action/Dexterity:1032
ktalley,normalUser,Transportation:1011,Economic:1021
nakedkingstudios,normalUser,Zombies:2481,Ancient:1050
bigleaguecreative,normalUser,Territory Building:1086,Abstact Strategy:1009
dosia91,normalUser,Economic:1021,Modern Warfare:1069
sikanabe,normalUser,Zombies:2481,Real-time:1037
kwestor,normalUser,Ancient:1050,Murder/Mystery:1040
jjcomics,normalUser,Fighting:1046,Napoleonic:1051
monkeyboy888,normalUser,Memory:1045,Fighting:1046
banannaball,normalUser,Card Game:1002,Abstact Strategy:1009
poit,normalUser,Novel-Based:1093,Miniatures:1047
mfdj,normalUser,Abstact Strategy:1009,Medieval:1035
sinden,normalUser,Puzzle:1028,Medieval:1035
gothor,normalUser,Movies/TV/Radio Theme:1064,Racing:1031
philsexitstrategy,normalUser,Travel:1097,Movies/TV/Radio Theme:1064
kazan,normalUser,Medical:2145,Deduction:1039
dancj,normalUser,World War II: 1049,Memory:1045
rostislav,normalUser,Collectible Components:1044,Murder/Mystery:1040
kandonov,normalUser,Print & Play:1120,Fantasy:1010
benjo89,normalUser,Party Game:1030,Puzzle:1028
jvillajos,normalUser,Word-game:1025,Bluffing:1023
fat google,normalUser,Puzzle:1028,Medieval:1035
meganpatterson193,normalUser,Exploration:1020,Fighting:1046
kramnivla,normalUser,Miniatures:1047,Exploration:1020
lvampa,normalUser,Medieval:1035,Book:1117
robertv83,normalUser,Deduction:1039,Transportation:1011
kodamera,normalUser,Ancient:1050,Animals:1089
hensharo,normalUser,Children's Game:1041,Travel:1097
hansolosuncle,normalUser,Real-time:1037,Economic:1021
poundofbull,normalUser,Territory Building:1086,Party Game:1030
jakswiat,normalUser,Fantasy:1010,Science Fiction:1016
kugelfischpaste,normalUser,Movies/TV/Radio Theme:1064,Wargame:1019
wayneburg,normalUser,Racing:1031,Fantasy:1010
firstplayeradvantage,normalUser,Dice:1017,Word-game:1025
watsamajig,normalUser,World War II: 1049,Print & Play:1120
drowsyzebra,normalUser,Memory:1045,Trains:1034
meandmycow232,normalUser,Zombies:2481,Card Game:1002
dchamber,normalUser,Animals:1089,Action/Dexterity:1032
luthfuin,normalUser,Print & Play:1120,Transportation:1011
rizzom453,normalUser,Educational:1094,Fighting:1046
kadenfate,normalUser,Collectible Components:1044,Children's Game:1041
zallocco93,normalUser,Action/Dexterity:1032,Children's Game:1041
popthis,normalUser,Party Game:1030,Trains:1034
sb1980ma,normalUser,Transportation:1011,Print & Play:1120
fabelhaftessen,normalUser,Word-game:1025,Napoleonic:1051
chokobo,normalUser,Animals:1089,Miniatures:1047
ronja_zie,normalUser,Number:1098,Transportation:1011
afanasy,normalUser,Transportation:1011,Puzzle:1028
wellysonf,normalUser,Puzzle:1028,Word-game:1025
hrxm,normalUser,Humor:1079,World War II: 1049
jubeiyamada,normalUser,Territory Building:1086,Humor:1079
rimor,normalUser,Fantasy:1010,Children's Game:1041
yrugak,normalUser,Action/Dexterity:1032,Wargame:1019
rosalunae,normalUser,Miniatures:1047,Fantasy:1010
jordino,normalUser,Print & Play:1120,Wargame:1019
thiagowylde,normalUser,Action/Dexterity:1032,Abstact Strategy:1009
ricrecife,normalUser,Educational:1094,Adventure:1022
nicolassss,normalUser,Movies/TV/Radio Theme:1064,Spies/Secret Agents:1081
raonipires,normalUser,Miniatures:1047,Book:1117
crisfmartinelli,normalUser,Novel-Based:1093,Number:1098
kushthegoddess,normalUser,Murder/Mystery:1040,Print & Play:1120
thiagomas84,normalUser,Dice:1017,Modern Warfare:1069
leolio,normalUser,Dice:1017,Card Game:1002
clark94,normalUser,Children's Game:1041,Medical:2145
zapawa,normalUser,Collectible Components:1044,Abstact Strategy:1009
fillypej,normalUser,Murder/Mystery:1040,Zombies:2481
nconoan,normalUser,Puzzle:1028,Fantasy:1010
pegasusgamesnyc,normalUser,Spies/Secret Agents:1081,Puzzle:1028
alekerickson,normalUser,Exploration:1020,Aviation/Flight:2650
katenic333,normalUser,Miniatures:1047,Children's Game:1041
michamund,normalUser,Wargame:1019,Travel:1097
luigi87,normalUser,Wargame:1019,Card Game:1002
thomasdev,normalUser,Wargame:1019,Fantasy:1010
djir,normalUser,Medical:2145,Abstact Strategy:1009
octav,normalUser,Print & Play:1120,Bluffing:1023
antaresgc,normalUser,Fighting:1046,Territory Building:1086
pega001,normalUser,Racing:1031,Travel:1097
escgar,normalUser,Wargame:1019,Modern Warfare:1069
atrax87,normalUser,Print & Play:1120,Puzzle:1028
doc1166,normalUser,Fighting:1046,Puzzle:1028
sgazer,normalUser,Party Game:1030,Murder/Mystery:1040
anconed,normalUser,Print & Play:1120,Real-time:1037
synapsus,normalUser,Puzzle:1028,Science Fiction:1016
rb130976,normalUser,Spies/Secret Agents:1081,Animals:1089
nexushorizon,normalUser,Abstact Strategy:1009,Medical:2145
pikkly,normalUser,Racing:1031,Economic:1021
gianlucadario87,normalUser,Sports:1038,Ancient:1050
sirkamus,normalUser,Print & Play:1120,Negotiation:1026
negroscuro,normalUser,Dice:1017,Abstact Strategy:1009
bgfr3ak,normalUser,Movies/TV/Radio Theme:1064,Dice:1017
xalons,normalUser,Party Game:1030,Fighting:1046
infectedeggs,normalUser,Wargame:1019,Bluffing:1023
0kage,normalUser,Sports:1038,Territory Building:1086
grog3514,normalUser,Memory:1045,Travel:1097
artemisia77,normalUser,Action/Dexterity:1032,Print & Play:1120
jannoxy,normalUser,Puzzle:1028,Modern Warfare:1069
javiechevo7,normalUser,Medieval:1035,Humor:1079
enriquexanchez,normalUser,Book:1117,Real-time:1037
darkthur,normalUser,Word-game:1025,World War II: 1049
regalleigh,normalUser,Book:1117,Medical:2145
tusker81,normalUser,Exploration:1020,Transportation:1011
rogue77,normalUser,Print & Play:1120,Territory Building:1086
pharosz,normalUser,Deduction:1039,Movies/TV/Radio Theme:1064
mrbrugat,normalUser,Zombies:2481,Medical:2145
kimboscg,normalUser,Puzzle:1028,Science Fiction:1016
slakka,normalUser,Card Game:1002,Napoleonic:1051
oscarbachtiar759,normalUser,Fighting:1046,Exploration:1020
jamit42,normalUser,Fantasy:1010,Wargame:1019
valnimir,normalUser,Territory Building:1086,Educational:1094
kelroy was here,normalUser,Adventure:1022,Animals:1089
markamorin,normalUser,Card Game:1002,Science Fiction:1016
scouter,normalUser,Number:1098,Dice:1017
zzz77,normalUser,Animals:1089,Novel-Based:1093
