name,category_1,category_2
Life As A Blackman,Dice:1017,null
Blackmail,Dice:1017,Negotiation:1026
W.A.C.K.O.,Action / Dexterity:1032,null
Round Four,Abstract Strategy:1009,Children's Game:1041
Dark Lore,Horror:1024,Movies / TV / Radio theme:1064
Gundam M.S.War Trading Card Game,Collectible Components:1044,Movies / TV / Radio theme:1064
P.O.W. Rescue,Wargame:1019,null
Diplomacy: Federation Variant,Abstract Strategy:1009,Adventure:1022
The Frog Kiss,Action / Dexterity:1032,Fantasy:1010
Ghost Train,Children's Game:1041,Dice:1017
Airport,Aviation / Flight:2650,Transportation:1011
Thunderbirds: Mission Alert Game,Movies / TV / Radio theme:1064,Science Fiction:1016
Recycling,Environmental:1084,null
Star Poker,Card Game:1002,null
L'Encanteur,Card Game:1002,Economic:1021
Up Periscope,Nautical:1008,Wargame:1019
Commander,Transportation:1011,Travel:1097
Quick Count,Dice:1017,Number:1098
Photopress,Exploration:1020,Maze:1059
Good Old Houses,Children's Game:1041,Educational:1094
See the USA,Action / Dexterity:1032,Children's Game:1041
Bluenose,Bluffing:1023,Economic:1021
007 James Bond: You Only Live Twice,Adventure:1022,Movies / TV / Radio theme:1064
"Rock, Paper, Scissors, Inc.",Bluffing:1023,Economic:1021
Assembly Line,Abstract Strategy:1009,Bluffing:1023
Lickin' Lizards,Action / Dexterity:1032,Animals:1089
Slobberin' Sam,Action / Dexterity:1032,Animals:1089
Batalo,Abstract Strategy:1009,null
Tilez!,Abstract Strategy:1009,null
Who Said That?,Party Game:1030,Trivia:1027
Real Dumb Laws,Party Game:1030,Trivia:1027
The Lewis & Clark Adventure Game,Adventure:1022,Children's Game:1041
Reaganomics,Economic:1021,Educational:1094
Cinch,Card Game:1002,null
Jumble Plus,Trivia:1027,Word Game:1025
Taxdodger,Economic:1021,null
Operation Corndog,Card Game:1002,Humor:1079
Orcs in the Hood,Card Game:1002,Humor:1079
Glider-Pit Gladiators,Ancient:1050,Aviation / Flight:2650
Coral Sea: Turning the Japanese Advance,Nautical:1008,Wargame:1019
Hit Oder Shit,Dice:1017,null
Political Asylum,Dice:1017,Political:1001
The Cinderella Game,Children's Game:1041,Movies / TV / Radio theme:1064
Harassment,Party Game:1030,null
L.A. Law,Movies / TV / Radio theme:1064,Party Game:1030
Fuzzy Math,Children's Game:1041,Educational:1094
Deep Sea Diver,Children's Game:1041,Exploration:1020
Sky Travelers,Children's Game:1041,Science Fiction:1016
Investigators,Children's Game:1041,Deduction:1039
Co-Op Parlor Games,Party Game:1030,null
A Beautiful Place,Children's Game:1041,Environmental:1084
Paintcheck: The Paintball Game,Fighting:1046,Wargame:1019
Main Event Wrestling,Humor:1079,Sports:1038
Shoot-Out,American West:1055,Fighting:1046
Sword Lords,Fantasy:1010,Miniatures:1047
Tally Ho!,Animals:1089,Children's Game:1041
Hostage,Educational:1094,Negotiation:1026
Pocket Boggle,Word Game:1025,null
Travel Aggravation,null,null
Slap Shot,Card Game:1002,Sports:1038
Spawn PowerCardz,Card Game:1002,Collectible Components:1044
Input,Abstract Strategy:1009,Card Game:1002
Monday Morning Manager,Sports:1038,null
SPI Football,Sports:1038,null
"Rostov: The First Soviet Counter-Attack, 1941",Wargame:1019,World War II:1049
National Enquirer Game,Humor:1079,Word Game:1025
Mr. Pop!,Action / Dexterity:1032,Children's Game:1041
Real to Reel,Memory:1045,Movies / TV / Radio theme:1064
Hunting and Fishing Trivia,Animals:1089,Educational:1094
Adverteasing Junior,Children's Game:1041,Memory:1045
Charades for Dummies Game,Party Game:1030,null
Screen Challenge,Memory:1045,Movies / TV / Radio theme:1064
Monopoly: Harley-Davidson 95th Anniversary,Economic:1021,Negotiation:1026
Body Language,Deduction:1039,Movies / TV / Radio theme:1064
The Riddle Game,Children's Game:1041,Humor:1079
Kool-Aid Kid's Trivia Game,Children's Game:1041,Memory:1045
Bathtub Love,Mature / Adult:1118,null
Mother's Helper,Children's Game:1041,null
Read My Lips,Party Game:1030,Word Game:1025
Ropes and Ladders,Children's Game:1041,Dice:1017
Tic Tac Toe Times 10,Abstract Strategy:1009,null
Saved by the Bell Game,Children's Game:1041,Movies / TV / Radio theme:1064
The Business Week Game,Puzzle:1028,null
Bongo Kongo,Action / Dexterity:1032,Animals:1089
Triple Up,Action / Dexterity:1032,null
Oops and Downs,Children's Game:1041,null
Early Birds,Action / Dexterity:1032,Animals:1089
Sexual Trivia Strikes Again,Memory:1045,Trivia:1027
Dance Party,Children's Game:1041,null
Pig in the Garden,Animals:1089,Children's Game:1041
Side Track,Children's Game:1041,Dice:1017
Population Game,Educational:1094,Environmental:1084
Where's the Ostrich?,Animals:1089,Children's Game:1041
Win By A Nose,Children's Game:1041,Dice:1017
Sharks!,Animals:1089,Children's Game:1041
Oh Nuts!,Action / Dexterity:1032,Children's Game:1041
Wacky Blasters,Action / Dexterity:1032,Children's Game:1041
Gates Skill,Abstract Strategy:1009,null
Murder,Card Game:1002,Deduction:1039
Super Aggravation,Abstract Strategy:1009,Dice:1017
Crown Red,Abstract Strategy:1009,null
The Underground Railroad,American Civil War:1048,null
So Sue Me!,Bluffing:1023,Negotiation:1026
Mal Mal,Card Game:1002,Children's Game:1041
Ooyoo,Abstract Strategy:1009,null
Hoorah!,American Civil War:1048,Wargame:1019
Lemming,Animals:1089,Racing:1031
Codswallop,Bluffing:1023,Children's Game:1041
Music Boxx,Educational:1094,Memory:1045
Music Snap,Card Game:1002,Educational:1094
Walking with Prehistoric Beasts,Adventure:1022,Educational:1094
Walking with Dinosaurs,Adventure:1022,Educational:1094
Quintet,Abstract Strategy:1009,Movies / TV / Radio theme:1064
Deckmatch: The Unofficial Quake 3 Card Game,Card Game:1002,Fighting:1046
Papperlapapp,Children's Game:1041,Educational:1094
Director's Cut 2,Movies / TV / Radio theme:1064,Trivia:1027
UNO: Elvis Presley,Card Game:1002,Music:1054
Maisy ABC Game,Children's Game:1041,Educational:1094
Bear Buddies,Animals:1089,Children's Game:1041
Go-Go-Giraffe!,Animals:1089,Children's Game:1041
The National Game of Peace for Our Nation,null,null
Polly Pocket,Children's Game:1041,null
Let's Play Tag,Children's Game:1041,null
Color Train Game,Children's Game:1041,Trains:1034
Hedron,Abstract Strategy:1009,null
Plasm,Abstract Strategy:1009,null
Snare,Abstract Strategy:1009,null
Knightmare,Adventure:1022,Fantasy:1010
Corrida no Hípodromo,Animals:1089,Racing:1031
B'hoys!,Fighting:1046,Miniatures:1047
Doubletaire,Card Game:1002,null
Minitar,Abstract Strategy:1009,Political:1001
Tres,Abstract Strategy:1009,null
Mighty Trees,Card Game:1002,Educational:1094
The Next President,Political:1001,null
Ice Cream Scoops of Fun,Children's Game:1041,null
The Battle of Balaclava,Wargame:1019,null
NASA: The Space Place Collectible Card Game,Card Game:1002,Space Exploration:1113
True Dough Mania,Economic:1021,Humor:1079
The Complete Brigadier,Age of Reason:2726,American Civil War:1048
High Trader,Economic:1021,Space Exploration:1113
The Official Rules for Modern High-Tech Boardgaming,Dice:1017,Fighting:1046
Assault on Kuwait City,Dice:1017,Educational:1094
LoveSoap,Bluffing:1023,Card Game:1002
Picturesque Places in the Northland,Economic:1021,null
Ecotox,Environmental:1084,Political:1001
Big Time Professional Rasslin,Fighting:1046,Humor:1079
Salve,Nautical:1008,Wargame:1019
QUICKSingle Card Cricket,Card Game:1002,Sports:1038
Roller Coaster,Action / Dexterity:1032,Racing:1031
Squarewords,Word Game:1025,null
Hot Spot,Abstract Strategy:1009,null
Land of the Lost Game,Adventure:1022,Movies / TV / Radio theme:1064
Letter Factory Game,Educational:1094,Electronic:1072
Charlie's Year,Age of Reason:2726,Wargame:1019
Cubits,Puzzle:1028,null
Dog-Gone,Animals:1089,Children's Game:1041
Ultimate Auto Trivia,Party Game:1030,Transportation:1011
Keel Over,Action / Dexterity:1032,Mature / Adult:1118
The Man Show: The World's Best Drinking Games,Action / Dexterity:1032,Party Game:1030
Trading Spaces Game,Movies / TV / Radio theme:1064,null
Born Loser,Card Game:1002,Comic Book / Strip:1116
Dog-opoly,Economic:1021,Negotiation:1026
Round The World,Card Game:1002,Educational:1094
Trains,Card Game:1002,Trains:1034
Duel Master 1: Challenge of the Magi,Fantasy:1010,Fighting:1046
Duel Master 2: Blood Valley,Fantasy:1010,Fighting:1046
Duel Master 3: The Shattered Realm,Dice:1017,Fantasy:1010
Star Wars Mos Eisley Shoot-Out,Fighting:1046,Movies / TV / Radio theme:1064
Who's Who? Volume 1,Party Game:1030,Trivia:1027
Sabado Gigante,Movies / TV / Radio theme:1064,Trivia:1027
Quantum Baseball,Card Game:1002,Sports:1038
Game of Arabian Nights,Arabian:1052,null
Everest,Environmental:1084,null
The Yukon Gold Rush,Economic:1021,null
Das glorreiche Manöver,Abstract Strategy:1009,Math:1104
Amenta,Card Game:1002,null
Ironsides,Civil War:1102,Pike and Shot:2725
Gold Crown,Medieval:1035,null
Every Man to His Station,Educational:1094,null
International Grand Prix,Racing:1031,null
Winecellar,Educational:1094,Party Game:1030
Valgkamp,Political:1001,null
Fyrtøjet,Novel-based:1093,null
The Lifestyle Game: Knowledge Deluxe,Party Game:1030,Trivia:1027
Danmark trivia game,Trivia:1027,null
Danmarksmester Junior,Children's Game:1041,Trivia:1027
Life is Ruff,Economic:1021,null
George of the Jungle,Movies / TV / Radio theme:1064,null
Goats on Boats,Children's Game:1041,Memory:1045
Goodbye Mr. Chips,Novel-based:1093,null
Keeper of the Estate,Card Game:1002,Dice:1017
Monopoly: Ruhrgebiet,Economic:1021,Negotiation:1026
Monopoly: Stuttgart,Economic:1021,Negotiation:1026
Switch,Abstract Strategy:1009,null
Monopoly: Bremen,Economic:1021,Negotiation:1026
Monopoly: Dresden,Economic:1021,Negotiation:1026
Monopoly: Frankfurt,Economic:1021,Negotiation:1026
Monopoly: Hamburg,Economic:1021,Negotiation:1026
Monopoly: Hannover,Economic:1021,Negotiation:1026
Monopoly: Köln,Economic:1021,Negotiation:1026
Monopoly: Leipzig,Economic:1021,Negotiation:1026
Monopoly: München,Economic:1021,Negotiation:1026
Monopoly: Nürnberg,Economic:1021,Negotiation:1026
Monopoly: Rotterdam,Economic:1021,Negotiation:1026
Go Round,Abstract Strategy:1009,Dice:1017
Sisyphos,Abstract Strategy:1009,null
Catch,Abstract Strategy:1009,null
Queerbeet,Dice:1017,null
Kick,Dice:1017,Sports:1038
Quattuor Vincet,Abstract Strategy:1009,null
Ombagi,Abstract Strategy:1009,null
Blank Expression,Party Game:1030,Trivia:1027
Picture Link,Abstract Strategy:1009,Children's Game:1041
Jungle,Abstract Strategy:1009,Print & Play:1120
Uri Geller's Strike!,Trivia:1027,null
Space Rummy,Card Game:1002,Educational:1094
Eierlei,Animals:1089,Children's Game:1041
Combat Commander 1973-1983,Miniatures:1047,Modern Warfare:1069
Nick Game,Deduction:1039,Spies/Secret Agents:1081
StarMarines,Print & Play:1120,Science Fiction:1016
Hack & Sack New Jersey,Humor:1079,Modern Warfare:1069
Dogfaces in Space,Print & Play:1120,Science Fiction:1016
Can You Make It as a Backpacker?,Educational:1094,Environmental:1084
Wolfman Mystery Game,Horror:1024,Movies / TV / Radio theme:1064
Celebrity Monstars,Horror:1024,Humor:1079
Decimeter Game,Children's Game:1041,Economic:1021
Winner's Eye View,Racing:1031,null
Princess's Court,Card Game:1002,Fantasy:1010
Mestieri,Card Game:1002,null
Kroko-Ei,Animals:1089,Children's Game:1041
Fortress,Fighting:1046,Medieval:1035
Smart A$$,Economic:1021,Humor:1079
Pimps and Ho's,Mature / Adult:1118,null
Dyade,Abstract Strategy:1009,null
Kung Fu,Abstract Strategy:1009,null
Buzzball,Sports:1038,null
Jätinlinnan Ryöstö,Comic Book / Strip:1116,Fantasy:1010
American Trivia Game: Spirit of the United States,Trivia:1027,null
Jackpot,Economic:1021,null
Bogyman,Horror:1024,null
Card Games For Two,Book:1117,Card Game:1002
Capitaneus et Defensor,Negotiation:1026,Political:1001
Superstar Lineup Talking Football,Electronic:1072,Sports:1038
Tapestry,Abstract Strategy:1009,Territory Building:1086
Dragon Poker,Card Game:1002,Fantasy:1010
Dork Frag,Comic Book / Strip:1116,Fighting:1046
Archimedes,Abstract Strategy:1009,Print & Play:1120
Monopoly: Edição Sporting,Economic:1021,Negotiation:1026
Perry Rhodan Sammelkartenspiel,Card Game:1002,Collectible Components:1044
Grand Piquet,Miniatures:1047,Napoleonic:1051
Skeletons in the Closet,Children's Game:1041,Educational:1094
Ambition 5000,Dice:1017,null
Perry Rhodan Firestorm,Card Game:1002,Collectible Components:1044
Cybernetic Overkill,Fighting:1046,Science Fiction:1016
Trade Winds: The Merchant Marine Game,Nautical:1008,Transportation:1011
And Continually Wear the Blue,American Indian Wars:1108,Miniatures:1047
Empires of the New World,Economic:1021,null
Beat the Devil,Religious:1115,null
On Guard,Action / Dexterity:1032,null
Kurs Süd-Ost,Dice:1017,Nautical:1008
Joffre,Card Game:1002,Wargame:1019
Embuscades!,Wargame:1019,World War II:1049
Garfield's Crazy Card Game,Card Game:1002,Comic Book / Strip:1116
High Wire Harry,Action / Dexterity:1032,Children's Game:1041
Skittle Pool,Action / Dexterity:1032,Sports:1038
PrimePak,Card Game:1002,Children's Game:1041
Case Closed TCG,Card Game:1002,Collectible Components:1044
Pet Detectives,Animals:1089,Card Game:1002
Pegs in the Park,Card Game:1002,Children's Game:1041
We're Talking Proud: All About Buffalo,Travel:1097,null
Disney Group Photo,Card Game:1002,Children's Game:1041
Duftende Spuren,Arabian:1052,Deduction:1039
Die Siedler von Catan: Paper & Pencil,Civilization:1015,null
Garden-opoly,Economic:1021,Educational:1094
Lighthouse-opoly,Economic:1021,Negotiation:1026
Ferienspiel Jungfrauregion,Economic:1021,Negotiation:1026
Ocean-opoly,Economic:1021,Negotiation:1026
Justice League Unlimited Champion Checkers,Abstract Strategy:1009,Comic Book / Strip:1116
Worm Derby,Abstract Strategy:1009,Animals:1089
Linx Game,Word Game:1025,null
Wild Animalopoly,Animals:1089,Economic:1021
Die Wilden Fussballkerle: Tooor! Das wilde Fussballspiel,Educational:1094,Math:1104
Bamaopoly,Economic:1021,Negotiation:1026
Where In The World is Carmen Sandiego? Card Game,Card Game:1002,Educational:1094
Hogopoly,Economic:1021,Negotiation:1026
B.C.opoly,Economic:1021,Negotiation:1026
Clemsonopoly,Economic:1021,Negotiation:1026
Lam Turki,null,null
Robinson & Freitag,Bluffing:1023,City Building:1029
Money Spinner Game,Economic:1021,null
Flippin' Penguins,Action / Dexterity:1032,Animals:1089
Little Noddy's Taxi Game,Children's Game:1041,Fantasy:1010
Giseh!,Abstract Strategy:1009,null
RAEj,Abstract Strategy:1009,Dice:1017
Password Junior,Children's Game:1041,Movies / TV / Radio theme:1064
Second World War,Print & Play:1120,Wargame:1019
Monster Hunters,Card Game:1002,Horror:1024
War Game Rules 1925-1950: Wargames Rules for All Arms Land Warfare From Platoon to Battalion Level,Fighting:1046,Korean War:1091
Go For It,Dice:1017,Number:1098
Fashion Atrocity Strikes,Card Game:1002,Fighting:1046
Take a Train,Card Game:1002,Children's Game:1041
Mysteres,Bluffing:1023,Card Game:1002
Hexagrams,Abstract Strategy:1009,null
"Almoravid: Reconquista and Riposte in Spain, 1085-1086",Medieval:1035,Wargame:1019
Battle Line,Wargame:1019,World War II:1049
Deadly Russian Roulette: Die or Be Rich,Bluffing:1023,Party Game:1030
Eagles of the Empire: Medina de Rioseco,Napoleonic:1051,Wargame:1019
Finger Baseball,Action / Dexterity:1032,Sports:1038
Forest of the Impaled: Vlad Dracula's Final Stand,Fantasy:1010,Medieval:1035
Klondike,Action / Dexterity:1032,Bluffing:1023
Legend of the Moonsword,Fantasy:1010,null
The Maury Game: You Are Not the Father,Humor:1079,Movies / TV / Radio theme:1064
NFL Fiki Football Extreme,Action / Dexterity:1032,Sports:1038
"The March on India, 1944",Wargame:1019,World War II:1049
Goetterdaemmerung: The Fall of Nazi Germany 1945,Wargame:1019,World War II:1049
Alien Galaxy,null,null
Mini Double Dice,Dice:1017,null
Waddington's Cricket Game,Action / Dexterity:1032,Sports:1038
Alibi,Card Game:1002,null
Crow Hunt,Action / Dexterity:1032,null
Teddy Bear Panda and His Friends,Animals:1089,Children's Game:1041
Tom Swift,Novel-based:1093,Science Fiction:1016
Hole in One: the Game,Trivia:1027,null
Trivial Pursuit The Music Master Game: The '60s Edition,Music:1054,Party Game:1030
Pikes and Muskets,Civil War:1102,null
Fantz,Humor:1079,Miniatures:1047
Putwoody's Castle,Abstract Strategy:1009,null
In Clouds of Glory,Aviation / Flight:2650,Miniatures:1047
Andromeda Foundation Official Battle Manual,Expansion for Base-game:1042,Science Fiction:1016
Hail Caesar!,Ancient:1050,Dice:1017
Freddy the Fireman,Children's Game:1041,null
Magi,Card Game:1002,Fantasy:1010
Hijacked,Bluffing:1023,Negotiation:1026
Franklin,Movies / TV / Radio theme:1064,null
Pairs or Better,Abstract Strategy:1009,Card Game:1002
Parole,Word Game:1025,null
Race Across,Puzzle:1028,Racing:1031
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe – The Liberation of Narnia",Card Game:1002,Movies / TV / Radio theme:1064
Euroopan Omistaja,Party Game:1030,Trivia:1027
Naturstig,Animals:1089,Educational:1094
Vega,Abstract Strategy:1009,null
H. R. Pufnstuf Game,Card Game:1002,Children's Game:1041
Depth Charge,Abstract Strategy:1009,Deduction:1039
Bible Search: Sunday School Edition,Educational:1094,Religious:1115
Cats in the Fish Shop!,Animals:1089,Children's Game:1041
Medieval Wargame,Medieval:1035,Miniatures:1047
Trellis,Abstract Strategy:1009,null
Dark Realm of Dracula,Adventure:1022,Horror:1024
The Land of Cotton Game,Farming:1013,null
Poisson Vole,Action / Dexterity:1032,null
Monster Party,Children's Game:1041,Humor:1079
Capitan Harlock: Il Pirata dello Spazio,Science Fiction:1016,null
Lido,Party Game:1030,null
Il Gioco della Pace,Children's Game:1041,null
Evo,Abstract Strategy:1009,Medieval:1035
Fatti di Calcio: Soccer Strategy,Abstract Strategy:1009,Sports:1038
Hex-Chex,Abstract Strategy:1009,null
Ah Ouinnn?,Party Game:1030,null
Carnival Zombie: 2nd Edition,Action / Dexterity:1032,Fantasy:1010
Face the Consequences,Party Game:1030,null
Fou Raide,Party Game:1030,null
Méditations Foireuses,Card Game:1002,Humor:1079
Pour les nuls: Le jeu,Educational:1094,Trivia:1027
Heroes of Might and Magic V Collectible Card and Tile Game,Card Game:1002,Collectible Components:1044
Hop Little Frog,Animals:1089,Children's Game:1041
Häst-Hopp,Animals:1089,Children's Game:1041
Monopoly: M&M's,Economic:1021,Negotiation:1026
Chaos! Rules!,Card Game:1002,null
Team Out! Baseball,Card Game:1002,Sports:1038
Big Bird's Special Delivery,Children's Game:1041,Movies / TV / Radio theme:1064
Equid,Animals:1089,Bluffing:1023
Your Best Life Now: The Game,Educational:1094,Party Game:1030
Chapters,Trivia:1027,null
Hastings 1066,Medieval:1035,Wargame:1019
The Apple Game,Industry / Manufacturing:1088,null
Teach Key Reading and Spelling,Educational:1094,Word Game:1025
Monopoly: Boston Celtics Collector's Edition,Economic:1021,Negotiation:1026
Space Marine Assault,Collectible Components:1044,Fighting:1046
Abenteuer USA,Educational:1094,Travel:1097
Chasse Patate,Racing:1031,Sports:1038
Olympics 1980,Sports:1038,null
Herstory,Educational:1094,Trivia:1027
African-American Discovery,Educational:1094,Trivia:1027
Insider Dealing,Economic:1021,null
Little Bo Peep,Animals:1089,null
LEGO Dominos,Abstract Strategy:1009,Children's Game:1041
Scribe,Abstract Strategy:1009,Print & Play:1120
Shape of Things,Children's Game:1041,Educational:1094
